	NAD	NADH	H+	H2O	NADP	NADPH	CoA	Acetyl-CoA	Phosphate	Acetate	UDP-N-acetyl-D-galactosamine	UDP-N-acetyl fucosamine	UDP-MurNAc	UDP-N-acetylglucosamine enolpyruvate	PPi	ACP	Acetyl-ACP	Phosphoenolpyruvate	UDP-N-acetyl-D-mannosamine (2NAc3N) acid	UDP-N-acetyl-D-manosamine (2NAc3NAc) acid	N-Acetyl-D-glucosamine 6-phosphate	UTP	UDP-N-acetylglucosamine	D-Glucosamine phosphate	D-Glucosamine1-phosphate	N-Acetyl-D-glucosamine1-phosphate
0	-0.9912454331930305	-0.883799095654702	-0.5862876288706449	-0.5165603034239745	-0.1351126274847269	-0.40235534626097097	-0.29439747591971194	-0.22552218055836926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5714284761329183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
