	H+	H2O	NADP	NADPH	CO2	L-Aspartate	Phosphate	Ubiquinone-8	Ubiquinol-8	Ubiquinone-9	Ubiquinol-9	O2	H2O2	ATP	ADP	trdox	trdrd	L-Glutamate	L-Glutamine	Dihydrofolate	5-10-Methylenetetrahydrofolate	NH3	PPi	CTP	Orotate	Cytosine	Cytidine	Deoxycytidine	Thymidine	Uridine	CDP	dCDP	UDP	dUDP	Uracil	Menaquinol_8	Menaquinone_8	CMP	Carbamoylphosphate	PRPP	UMP	ribose-5-phosphate	Pseudouridine 5'-phosphate	dUMP	dTMP	N-Carbamoyl-L-aspartate	dTDP	dCTP	UTP	dUTP	Orotidylic acid	S-Dihydroorotate	dCMP	TTP
0	(-3.09036587473526+0j)	(-1.3800003596066914+0j)	(-1.052903169594971+0j)	(-0.9024943021969073+0j)	(-0.6299699508186671+0j)	(-0.5677619353020575+0j)	(-0.5161870355614279+0j)	(-0.4869076491878175+0j)	(-0.4749171022469931+0j)	(-0.44167041277267854+0j)	(-0.3444525578174238+0.010304195395500882j)	(-0.34445255781742373-0.010304195395500877j)	(-0.26687680040269746+0.037743330448862446j)	(-0.26687680040269746-0.03774333044886246j)	(-0.260080706442013+0j)	(-0.2499996081510853+0j)	(-0.2313264702712567+0j)	(-0.20850025016345042+0j)	(0.0013406640178744024+0j)	(-0.004651891035639398+0j)	(-0.014499552094518796+0j)	(-0.024562881714452638+0j)	(-0.030706129216045753+0j)	(-0.042980256847704804+0j)	(-0.05079721944365359+0j)	(-0.11003765313522947+0.03109214066422384j)	(-0.08212382186583725+0j)	(-0.11003765313522954-0.031092140664223947j)	(-0.11925575790771427+0.01474428697642438j)	(-0.11925575790771421-0.014744286976424398j)	(-0.12692210945891205+0j)	(-0.2857142380664592+0j)	(-0.12499980407554218+0j)	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j	0j
